Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Day,Order_Month,Order_Year,Ship_Day,Ship_Month,Ship_Year,Shipping_Delay,Profit_Margin
92,Ca-2016-109806,2016-09-17,2016-09-22,Standard Class,Js-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Off-Pa-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.11,17,September,2016,22,September,2016,5,0.48
93,Ca-2015-149587,2015-01-31,2015-05-02,Second Class,Kb-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Off-Pa-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.22,31,January,2015,2,May,2015,91,0.48
94,Ca-2015-149587,2015-01-31,2015-05-02,Second Class,Kb-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Fur-Fu-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.54,31,January,2015,2,May,2015,91,0.31
95,Ca-2015-149587,2015-01-31,2015-05-02,Second Class,Kb-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Off-Bi-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.15,31,January,2015,2,May,2015,91,0.49
96,Us-2017-109484,2017-06-11,2017-12-11,Standard Class,Rb-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,Off-Bi-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.68,1,0.7,-3.79,11,June,2017,11,December,2017,183,-0.67
97,Ca-2017-161018,2017-09-11,2017-11-11,Second Class,Pn-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,Fur-Fu-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.54,11,September,2017,11,November,2017,61,0.42
98,Ca-2017-157833,2017-06-17,2017-06-20,First Class,Kd-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,Off-Bi-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.31,3,0.2,17.96,17,June,2017,20,June,2017,3,0.35
99,Ca-2016-149223,2016-06-09,2016-11-09,Standard Class,Er-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,Off-Ap-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.59,9,June,2016,9,November,2016,153,0.29
100,Ca-2016-158568,2016-08-29,2016-02-09,Standard Class,Rb-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Off-Pa-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.62,7,0.2,22.62,29,August,2016,9,February,2016,-202,0.35
101,Ca-2016-158568,2016-08-29,2016-02-09,Standard Class,Rb-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Tec-Ac-10001767,Technology,Accessories,Sandisk Ultra 64 Gb Microsdhc Class 10 Memory Card,95.98,3,0.2,-10.8,29,August,2016,9,February,2016,-202,-0.11
102,Ca-2016-158568,2016-08-29,2016-02-09,Standard Class,Rb-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Off-Bi-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers For Binding Systems,1.79,3,0.8,-3.04,29,August,2016,9,February,2016,-202,-1.7
103,Ca-2016-129903,2016-01-12,2016-04-12,Second Class,Gz-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,Off-Pa-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),23.92,4,0.0,11.72,12,January,2016,12,April,2016,91,0.49
104,Us-2015-156867,2015-11-13,2015-11-17,Standard Class,Lc-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Tec-Ac-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.9,6,0.2,-26.88,13,November,2015,17,November,2015,4,-0.11
105,Us-2015-156867,2015-11-13,2015-11-17,Standard Class,Lc-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Fur-Fu-10004006,Furniture,Furnishings,"Deflect-O Duramat Lighweight, Studded, Beveled Mat For Low Pile Carpeting",102.36,3,0.2,-3.84,13,November,2015,17,November,2015,4,-0.04
106,Us-2015-156867,2015-11-13,2015-11-17,Standard Class,Lc-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,Off-Bi-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",36.88,3,0.7,-25.82,13,November,2015,17,November,2015,4,-0.7
107,Ca-2017-119004,2017-11-23,2017-11-28,Standard Class,Jm-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Tec-Ac-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 Gb Usb 2.0 Flash Drive,74.11,8,0.2,17.6,23,November,2017,28,November,2017,5,0.24
108,Ca-2017-119004,2017-11-23,2017-11-28,Standard Class,Jm-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Tec-Ph-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.99,1,0.2,2.1,23,November,2017,28,November,2017,5,0.08
109,Ca-2017-119004,2017-11-23,2017-11-28,Standard Class,Jm-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,Off-Ar-10000390,Office Supplies,Art,Newell Chalk Holder,3.3,1,0.2,1.07,23,November,2017,28,November,2017,5,0.32
110,Ca-2015-129476,2015-10-15,2015-10-20,Standard Class,Pa-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,Tec-Ac-10000844,Technology,Accessories,Logitech Gaming G510S - Keyboard,339.96,5,0.2,67.99,15,October,2015,20,October,2015,5,0.2
111,Ca-2017-146780,2017-12-25,2017-12-30,Standard Class,Cv-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,Fur-Fu-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.91,25,December,2017,30,December,2017,5,0.26
112,Ca-2016-128867,2016-03-11,2016-10-11,Standard Class,Cl-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Off-Ar-10000380,Office Supplies,Art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.79,11,March,2016,11,October,2016,214,0.3
113,Ca-2016-128867,2016-03-11,2016-10-11,Standard Class,Cl-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Off-Bi-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0.0,13.35,11,March,2016,11,October,2016,214,0.49
114,Ca-2014-115259,2014-08-25,2014-08-27,Second Class,Rc-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Off-Fa-10000621,Office Supplies,Fasteners,"Oic Colored Binder Clips, Assorted Sizes",40.1,14,0.2,14.53,25,August,2014,27,August,2014,2,0.36
115,Ca-2014-115259,2014-08-25,2014-08-27,Second Class,Rc-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Off-En-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 X 9 1/2",4.72,2,0.2,1.65,25,August,2014,27,August,2014,2,0.35
116,Ca-2014-115259,2014-08-25,2014-08-27,Second Class,Rc-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Off-Pa-10004965,Office Supplies,Paper,Xerox 1921,23.98,3,0.2,7.49,25,August,2014,27,August,2014,2,0.31
117,Ca-2014-115259,2014-08-25,2014-08-27,Second Class,Rc-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,Off-En-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.46,6,0.2,44.03,25,August,2014,27,August,2014,2,0.34
118,Ca-2015-110457,2015-02-03,2015-06-03,Standard Class,Dk-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,Fur-Ta-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.38,3,February,2015,3,June,2015,120,0.21
119,Us-2015-136476,2015-05-04,2015-10-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,Off-Bi-10003650,Office Supplies,Binders,Gbc Docubind 300 Electric Binding Machine,157.79,1,0.7,-115.72,4,May,2015,4,October,2015,153,-0.73
120,Ca-2016-103730,2016-12-06,2016-06-15,First Class,Sc-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Fur-Fu-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.35,6,December,2016,15,June,2016,-174,0.39
121,Ca-2016-103730,2016-12-06,2016-06-15,First Class,Sc-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Off-Bi-10003910,Office Supplies,Binders,Dxl Angle-View Binders With Locking Rings By Samsill,30.84,4,0.0,13.88,6,December,2016,15,June,2016,-174,0.45
122,Ca-2016-103730,2016-12-06,2016-06-15,First Class,Sc-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Off-St-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.44,6,December,2016,15,June,2016,-174,0.28
123,Ca-2016-103730,2016-12-06,2016-06-15,First Class,Sc-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Off-En-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.76,6,December,2016,15,June,2016,-174,0.45
124,Ca-2016-103730,2016-12-06,2016-06-15,First Class,Sc-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Tec-Ph-10003875,Technology,Phones,Kld Oscar Ii Style Snap-On Ultra Thin Side Flip Synthetic Leather Cover Case For Htc One Htc M7,68.04,7,0.0,19.73,6,December,2016,15,June,2016,-174,0.29
125,Us-2014-152030,2014-12-26,2014-12-28,Second Class,Ad-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,Fur-Ch-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,600.56,3,0.3,-8.58,26,December,2014,28,December,2014,2,-0.01
126,Us-2014-134614,2014-09-20,2014-09-25,Standard Class,Pf-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,Fur-Ta-10004534,Furniture,Tables,Bevis 44 X 96 Conference Tables,617.7,6,0.5,-407.68,20,September,2014,25,September,2014,5,-0.66
127,Us-2017-107272,2017-05-11,2017-12-11,Standard Class,Ts-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,Off-Bi-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.39,2,0.7,-1.83,11,May,2017,11,December,2017,214,-0.77
128,Us-2017-107272,2017-05-11,2017-12-11,Standard Class,Ts-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,Off-St-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",243.99,7,0.2,30.5,11,May,2017,11,December,2017,214,0.13
129,Us-2016-125969,2016-06-11,2016-10-11,Second Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Fur-Ch-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,2,0.2,-9.16,11,June,2016,11,October,2016,122,-0.11
130,Us-2016-125969,2016-06-11,2016-10-11,Second Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Fur-Fu-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats For High Pile Carpets,238.56,3,0.0,26.24,11,June,2016,11,October,2016,122,0.11
131,Us-2017-164147,2017-02-02,2017-05-02,First Class,Dw-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Tec-Ph-10002293,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,59.97,5,0.4,-11.99,2,February,2017,2,May,2017,89,-0.2
132,Us-2017-164147,2017-02-02,2017-05-02,First Class,Dw-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Off-Pa-10002377,Office Supplies,Paper,Xerox 1916,78.3,2,0.2,29.36,2,February,2017,2,May,2017,89,0.37
133,Us-2017-164147,2017-02-02,2017-05-02,First Class,Dw-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Off-Fa-10002780,Office Supplies,Fasteners,Staples,21.46,9,0.2,6.97,2,February,2017,2,May,2017,89,0.32
134,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Off-Pa-10001804,Office Supplies,Paper,Xerox 195,20.04,3,0.0,9.62,13,October,2016,19,October,2016,6,0.48
135,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Off-Pa-10001736,Office Supplies,Paper,Xerox 1880,35.44,1,0.0,16.66,13,October,2016,19,October,2016,6,0.47
136,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Off-Ar-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0.0,3.46,13,October,2016,19,October,2016,6,0.3
137,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Off-Fa-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0.0,1.97,13,October,2016,19,October,2016,6,0.49
138,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Off-Bi-10004781,Office Supplies,Binders,Gbc Wire Binding Strips,76.18,3,0.2,26.66,13,October,2016,19,October,2016,6,0.35
139,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Off-Su-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0.0,18.45,13,October,2016,19,October,2016,6,0.28
140,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Fur-Fu-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0.0,20.7,13,October,2016,19,October,2016,6,0.48
141,Ca-2016-110366,2016-05-09,2016-07-09,Second Class,Jd-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Fur-Fu-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35,9,May,2016,9,July,2016,61,0.12
142,Ca-2017-106180,2017-09-18,2017-09-23,Standard Class,Sh-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,Off-Ar-10000940,Office Supplies,Art,Newell 343,8.82,3,0.0,2.38,18,September,2017,23,September,2017,5,0.27
143,Ca-2017-106180,2017-09-18,2017-09-23,Standard Class,Sh-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,Off-En-10004030,Office Supplies,Envelopes,Convenience Packs Of Business Envelopes,10.86,3,0.0,5.1,18,September,2017,23,September,2017,5,0.47
144,Ca-2017-106180,2017-09-18,2017-09-23,Standard Class,Sh-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,Off-Pa-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,68.98,18,September,2017,23,September,2017,5,0.48
145,Ca-2017-155376,2017-12-22,2017-12-27,Standard Class,Sg-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central,Off-Ap-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0.0,218.25,22,December,2017,27,December,2017,5,0.26
146,Ca-2015-110744,2015-07-09,2015-12-09,Standard Class,Ha-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,Off-St-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0.0,20.16,9,July,2015,9,December,2015,153,0.03
147,Ca-2014-110072,2014-10-22,2014-10-28,Standard Class,Mg-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,Fur-Fu-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.89,4,0.2,12.91,22,October,2014,28,October,2014,6,0.14
148,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Tec-Ph-10000215,Technology,Phones,Plantronics Cordless Phone Headset With In-Line Volume - M214C,384.45,11,0.0,103.8,12,May,2016,12,September,2016,123,0.27
149,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Tec-Ph-10001448,Technology,Phones,Anker Astro 15000Mah Usb Portable Charger,149.97,3,0.0,6.0,12,May,2016,12,September,2016,123,0.04
150,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Fur-Ch-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.55,12,May,2016,12,September,2016,123,0.3
151,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Off-Bi-10002735,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,171.55,5,0.0,80.63,12,May,2016,12,September,2016,123,0.47
152,Ca-2016-158834,2016-03-13,2016-03-16,First Class,Tw-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,Off-Ap-10000326,Office Supplies,Appliances,Belkin 7 Outlet Surgemaster Surge Protector With Phone Protection,157.92,5,0.2,17.77,13,March,2016,16,March,2016,3,0.11
153,Ca-2016-158834,2016-03-13,2016-03-16,First Class,Tw-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,Tec-Ph-10001254,Technology,Phones,Jabra Biz 2300 Duo Qd Duo Corded Headset,203.18,2,0.2,15.24,13,March,2016,16,March,2016,3,0.08
154,Ca-2015-124919,2015-05-31,2015-02-06,First Class,Sp-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,Off-Pa-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0.0,26.27,31,May,2015,6,February,2015,-114,0.45
155,Ca-2015-124919,2015-05-31,2015-02-06,First Class,Sp-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,Off-Pa-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0.0,48.54,31,May,2015,6,February,2015,-114,0.46
156,Ca-2015-124919,2015-05-31,2015-02-06,First Class,Sp-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,Off-St-10001590,Office Supplies,Storage,"Tenex Personal Project File With Scoop Front Design, Black",80.88,6,0.0,21.03,31,May,2015,6,February,2015,-114,0.26
157,Ca-2015-118948,2015-05-28,2015-03-06,Standard Class,Nk-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,Off-Ar-10001547,Office Supplies,Art,Newell 311,6.63,3,0.0,1.79,28,May,2015,6,March,2015,-83,0.27
158,Ca-2014-104269,2014-01-03,2014-06-03,Second Class,Db-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,Fur-Ch-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,457.57,2,0.2,51.48,3,January,2014,3,June,2014,151,0.11
159,Ca-2016-114104,2016-11-20,2016-11-24,Standard Class,Np-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,Off-La-10002475,Office Supplies,Labels,Avery 519,14.62,2,0.0,6.87,20,November,2016,24,November,2016,4,0.47
160,Ca-2016-114104,2016-11-20,2016-11-24,Standard Class,Np-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,Tec-Ph-10004536,Technology,Phones,Avaya 5420 Digital Phone,944.93,7,0.0,236.23,20,November,2016,24,November,2016,4,0.25
161,Ca-2016-162733,2016-11-05,2016-12-05,First Class,Tt-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,Off-Pa-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,0.0,2.69,5,November,2016,5,December,2016,30,0.45
162,Ca-2015-119697,2015-12-28,2015-12-31,Second Class,Em-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tec-Ac-10003657,Technology,Accessories,Lenovo 17-Key Usb Numeric Keypad,54.38,2,0.2,1.36,28,December,2015,31,December,2015,3,0.03
163,Ca-2016-154508,2016-11-16,2016-11-20,Standard Class,Rd-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,Off-En-10001990,Office Supplies,Envelopes,Staple Envelope,28.4,5,0.0,13.35,16,November,2016,20,November,2016,4,0.47
164,Ca-2016-113817,2016-07-11,2016-11-11,Standard Class,Mj-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West,Off-Bi-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.69,11,July,2016,11,November,2016,123,0.35
165,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Off-Ar-10004441,Office Supplies,Art,Bic Brite Liner Highlighters,9.94,3,0.2,2.73,9,August,2014,9,December,2014,122,0.27
166,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Tec-Ma-10000822,Technology,Machines,Lexmark Mx611Dhe Monochrome Laser Printer,8159.95,8,0.4,-1359.99,9,August,2014,9,December,2014,122,-0.17
167,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Off-St-10000991,Office Supplies,Storage,Space Solutions Hd Industrial Steel Shelving.,275.93,3,0.2,-58.63,9,August,2014,9,December,2014,122,-0.21
